['r_shoulder_z', 'r_shoulder_y', 'r_arm_x', 'r_elbow_y', 'r_wrist_z', 'r_wrist_x', 'r_indexfinger_x']
[-19.392987369955286, 79.96364083254173, 53.22299420093993, 90.89120126323029, -125.13568969897167, 8.287373594525832, -177.0]
[-19.692523362464176, 76.85602635582177, 53.23205812047664, 88.95490078436946, -125.01902775685093, 11.10424102616249, -177.0]
[-19.871152681518605, 73.94621917805779, 53.12903545919905, 87.19884836527105, -124.45188425788105, 15.212520138699723, -177.0]
[-19.93801592463684, 71.21908723606398, 52.891416613540216, 85.60961996162004, -123.64049734496088, 20.427409626367403, -177.0]
[-19.886353764272965, 68.65035610430515, 52.55115916864395, 84.17944232341696, -122.58857956435652, 26.61842063335701, -177.0]
[-19.70473814613806, 66.21019097071552, 52.16510947245912, 82.8967671905922, -121.32107447089854, 33.59216415962894, -177.0]
[-19.406477603295485, 63.88816879282738, 51.723168480034865, 81.76058118959482, -119.83156470930443, 41.25301963802559, -177.0]
[-19.00630344849892, 61.67984667098865, 51.20915041806326, 80.77449874894381, -118.08699397352417, 49.592566487574985, -177.0]
[-18.511944981756244, 59.57792273818416, 50.62533454597863, 79.93756881740937, -116.0853479602047, 58.54519059083381, -177.0]
[-17.931809819944537, 57.5798707530756, 49.97876584561576, 79.25703310904657, -113.8301162252032, 68.25951963834079, -177.0]
[-17.273305708682898, 55.68484436927744, 49.276453123177205, 78.73721996745684, -111.34471860992056, 78.82013405715276, -177.0]
[-16.54120757483691, 53.887254985664924, 48.52337686380246, 78.36829178147997, -108.67266862917643, 89.9701949224884, -177.0]
[-15.740575510162845, 52.181098583140304, 47.72397537362312, 78.13980004679132, -105.85656463732302, 101.438387346175, -177.0]
[-14.876767948722163, 50.559912219237795, 46.882334932442205, 78.04124760546927, -102.93564336379038, 112.95032488815744, -177.0]
[-13.955393472623749, 49.016896535635176, 46.00245181111351, 78.06252111045539, -99.94423286610011, 124.2373481190887, -177.0]
[-12.98221509439582, 47.54516388034832, 45.08848151543384, 78.19417739901401, -96.91097280142718, 135.0427289334059, -177.0]
[-11.963012369834134, 46.13804308802637, 44.144914136499395, 78.42759256956148, -93.85860935171712, 145.1257407831109, -177.0]
[-10.903412223054483, 44.78938878483272, 43.176645222178436, 78.75501131677483, -90.80420139531257, 154.26430642190192, -177.0]
[-9.808723773370142, 43.49388289233458, 42.18895649253512, 79.16953418382313, -87.75965596817518, 162.25672329829015, -177.0]
[-8.683765213714048, 42.247268620983945, 41.18739736113728, 79.66509300784446, -84.73239708269003, 168.92330434948443, -177.0]
[-7.532710021792872, 41.046528934075795, 40.177612187557564, 80.23644904756011, -81.72612174873316, 174.10807723208933, -177.0]
[-6.358983366175532, 39.890026825194, 39.165169958015426, 80.87922659941916, -78.74161404575884, 177.68061614869148, -177.0]
[-5.165175571687976, 38.77756859442939, 38.15540058722646, 81.59001508449293, -75.77745924575116, 179.53824163705548, -177.0]
[-3.9557247210313835, 37.72410276177875, 37.15394116441161, 82.38440529892674, -72.84176655272218, 180.03673554095144, -177.0]
[-2.7267263185915995, 36.71568699041458, 36.1767027113252, 83.2396070651505, -69.8950672488911, 178.66067824540525, -177.0]
[-1.4816104281897144, 35.81514653240214, 35.27735688173038, 84.23762066261033, -66.96767291054259, 177.5512468991263, -177.0]
